 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
7.0   0.01750   0.62000  35.68893      0.99490      0.01640      0.00500          1.47778          0.98931          0.41207          0.27884          0.24049          0.24308
7.0   0.01750   0.88000  50.28607      0.96550      0.01620      0.00500          1.22147          0.98555          0.37798          0.30945          0.26603          0.26993
7.0   0.01750   1.12000  63.76035      0.96950      0.01360      0.00500          1.07029          0.98309          0.35266          0.32950          0.28158          0.28643
7.0   0.01750   1.37000  77.79607      0.98440      0.01240      0.00500          1.03834          0.98119          0.35889          0.34564          0.29317          0.29879
7.0   0.01750   1.75000  99.13035      0.99350      0.00880      0.00500          1.03395          0.97912          0.37747          0.36508          0.30551          0.31202
7.0   0.01750   2.24000 126.64035      0.97730      0.00920      0.00500          1.10271          0.97731          0.42418          0.38467          0.31607          0.32340
7.0   0.01750   2.73000 154.15035      0.96900      0.01030      0.00500          1.22427          0.97606          0.49017          0.40038          0.32327          0.33120
7.0   0.01750   3.48000 196.25750      0.97710      0.00960      0.00500          1.34574          0.97475          0.56473          0.41964          0.33072          0.33929
7.0   0.01750   4.47000 251.83893      0.97260      0.01070      0.00500          1.39538          0.97363          0.61330          0.43952          0.33701          0.34614
7.0   0.01750   5.49000 309.10464      0.98270      0.01480      0.00500          1.37876          0.97287          0.62849          0.45583          0.34126          0.35077
7.0   0.01750   6.83000 384.33607      0.99520      0.01150      0.00500          1.32881          0.97220          0.62876          0.47317          0.34500          0.35487
7.0   0.02500   0.26000  11.02035      0.95020      0.04010      0.00500          1.80791          0.98923          0.35706          0.19750          0.17522          0.17713
7.0   0.02500   0.35000  14.53035      0.96110      0.03070      0.00500          1.81224          0.98868          0.41169          0.22717          0.19923          0.20151
7.0   0.02500   0.45000  18.43035      0.94170      0.03350      0.00500          1.76792          0.98746          0.44388          0.25108          0.21953          0.22232
7.0   0.02500   0.62000  25.06035      0.96300      0.01380      0.00500          1.63888          0.98518          0.45885          0.27998          0.24441          0.24808
7.0   0.02500   0.86000  34.42035      0.95950      0.01620      0.00500          1.44589          0.98245          0.44485          0.30767          0.26761          0.27239
7.0   0.02500   1.13000  44.95035      0.96410      0.01310      0.00500          1.29157          0.98017          0.42539          0.32936          0.28470          0.29046
7.0   0.02500   1.37000  54.31035      0.98590      0.01120      0.00500          1.22211          0.97864          0.42028          0.34390          0.29539          0.30184
7.0   0.02500   1.74000  68.74035      0.98120      0.00810      0.00500          1.20837          0.97690          0.43704          0.36168          0.30706          0.31432
7.0   0.02500   2.24000  88.24035      0.96870      0.00760      0.00500          1.27746          0.97528          0.48603          0.38047          0.31753          0.32558
7.0   0.02500   2.74000 107.74035      0.95910      0.00800      0.00500          1.36006          0.97415          0.53784          0.39546          0.32461          0.33323
7.0   0.02500   3.45000 135.43035      0.98000      0.00700      0.00500          1.43718          0.97305          0.59297          0.41259          0.33147          0.34065
7.0   0.02500   4.47000 175.21035      0.97740      0.00890      0.00500          1.45716          0.97201          0.62929          0.43186          0.33778          0.34751
7.0   0.02500   5.48000 214.60035      0.96020      0.01030      0.00500          1.42373          0.97133          0.63643          0.44701          0.34185          0.35194
7.0   0.02500   6.92000 270.76035      0.99030      0.00920      0.00500          1.35769          0.97069          0.63047          0.46437          0.34570          0.35614
7.0   0.02500   8.92000 348.76035      0.97480      0.01120      0.00500          1.28265          0.97012          0.61984          0.48325          0.34907          0.35982
7.0   0.03500   0.36000  10.80607      0.95670      0.03980      0.00500          1.84606          0.97999          0.42959          0.23271          0.20812          0.21236
7.0   0.03500   0.45000  13.28750      0.92730      0.03730      0.00500          1.83696          0.97977          0.46583          0.25359          0.22539          0.23005
7.0   0.03500   0.64000  18.52607      0.93170      0.02250      0.00500          1.74548          0.97861          0.49646          0.28442          0.25149          0.25699
7.0   0.03500   0.86000  24.59178      0.96280      0.01880      0.00500          1.61142          0.97708          0.49679          0.30829          0.27143          0.27779
7.0   0.03500   1.13000  32.03607      0.97330      0.01900      0.00500          1.48223          0.97548          0.48724          0.32872          0.28778          0.29501
7.0   0.03500   1.38000  38.92893      0.96430      0.01460      0.00500          1.41575          0.97430          0.48517          0.34269          0.29836          0.30623
7.0   0.03500   1.74000  48.85464      0.95640      0.00970      0.00500          1.39210          0.97300          0.49901          0.35846          0.30915          0.31773
7.0   0.03500   2.24000  62.64035      0.95820      0.00940      0.00500          1.43124          0.97171          0.53762          0.37564          0.31915          0.32844
7.0   0.03500   2.74000  76.42607      0.97760      0.00940      0.00500          1.47539          0.97080          0.57443          0.38934          0.32591          0.33572
7.0   0.03500   3.46000  96.27750      0.95750      0.00750      0.00500          1.52005          0.96988          0.61593          0.40521          0.33254          0.34286
7.0   0.03500   4.45000 123.57321      0.96210      0.00930      0.00500          1.51256          0.96904          0.63878          0.42232          0.33839          0.34921
7.0   0.03500   5.47000 151.69607      0.96790      0.01160      0.00500          1.46440          0.96846          0.63900          0.43635          0.34235          0.35349
7.0   0.03500   6.92000 191.67464      0.98270      0.01050      0.00500          1.38730          0.96791          0.62754          0.45235          0.34606          0.35753
7.0   0.03500   8.96000 247.92035      0.96960      0.01210      0.00500          1.30621          0.96743          0.61381          0.46992          0.34932          0.36108
7.0   0.03500  11.45000 316.57321      0.95820      0.01130      0.00500          1.22527          0.96705          0.59621          0.48659          0.35177          0.36375
